---------- LEXICON ----------
accentuando-se - 1
accentuava-se - 1
accentuavam - 1
accept - 1
accepted - 2
accepting - 1
accesa - 1
accesas - 1
access - 10
accessed - 1
accessible - 1
accesso - 1
acclamado - 1
acclamavam-no - 1
acções - 4
accommodado - 1
accompanhára - 1
accompanhavam - 1
accordance - 2
accordes - 1
accordo - 5
accrescentava - 1
accrescentou - 10
accudia-lhe - 1
accudio - 2
accumulação - 1
accumulações - 1
accumuladas - 1
accumulado - 2
accumulados - 5
accumulando - 2
accumular - 2
accumulavam-se - 1
accusada - 1
accusasse - 1
aceital-o - 1
aceitando - 1
aceitar - 2
aceitava - 2
aceitava-o - 1
aceitavam - 1
aceitou - 5
acercar-se - 1
acertado - 1
acertar - 1
acha - 2
achado - 2
acham - 1
achamalotada - 1
achando-o - 1
achaques - 1
achar - 7
achára - 1
acharam - 1
acharam-se - 1
acharia - 1
achas - 2
achasse - 1
achassem - 1
achava - 8
achava-se - 2
achavam - 2
achavam-na - 1
achavam-se - 1
achavas - 1
achei - 1
acho - 9
acho-o - 1
achou - 7
acidulou - 1
acima - 2
aclarava - 1
aço - 1
acocorada - 1
acoito - 1
acolhimento - 1
acommettido - 2
acommoda-te - 1
acommodada - 1
acompanhada - 6
acompanhadas - 1
acompanhado - 7
acompanhados - 2
acompanhal-o - 1
acompanhamento - 3
acompanhando - 3
acompanhando-lhe - 1
acompanhando-o - 1
acompanhar - 2
acompanhara - 1
acompanhára-o - 1
acompanharam - 2
acompanharam-na - 1
acompanhasse - 1
acompanhava - 2
acompanhava-a - 1
acompanhava-as - 1
acompanhe - 1
acompanhou - 1
acompanhou-a - 1
acompanhou-o - 1
acompanhou-os - 1
aconselharam-lhe - 1
aconselhou - 3
aconselhou-a - 1
acontecer - 1
acontecera - 1
aconteceria - 1
acontecido - 2
acontecimento - 2
acorda - 2
açorda - 1
acordada - 1
acordado - 1
acordal-a - 1
acordando - 2
acordando-lhe - 1
acordar - 3
acordara - 1
acordára - 1
acordasse - 1
acordava - 7
acordou - 4
acossado - 1
acostuma - 1
acovardado - 1
acquisição - 2
acre - 2
acredita - 1
acreditar - 1
acreditassem - 1
acredite - 1
acrescentando - 1
acrescentou - 13
active - 2
actividade - 4
activo - 2
acto - 3
actos - 2
actual - 4
acudam - 2
acudia - 1
acudiam - 2
acudio - 6
acudio-lhe - 1
acudira - 1
acudiram - 2
acudisse - 1
addition - 1
additional - 3
additions - 1
address - 1
addresses - 1
adeja - 1
adejar - 1
adeptos - 1
adeus - 5
adeuzinho - 1
adiantado - 2
adiantava - 2
adiante - 15
adiantou-se - 2
adiar - 1
adivinhar - 2
adivinhar-lhe - 1
adivinhava - 1
adivinhava-se - 1
adivinhou - 2
admiração - 3
admirada - 1
admirado - 1
admiral-a - 1
admirava-se - 1
admiravel - 1
admiravelmente - 2
admittia - 3
admittiam - 1
admittio - 2
admittir - 1
admittira-se - 1
admitto - 1
adoçar - 1
adoncques - 1
adoptaram - 1
adorada - 1
adorassem - 1
adorava - 4
adoravam-na - 1
adormece - 1
adormeceu - 1
adormecida - 2
adormecidos - 1
adornos - 1
adoro - 2
adquiria - 1
adulações - 1
aduladores - 1
adulados - 1
adulando-a - 1
adulavam-no - 1
adulterio - 3
adunco - 1
adversaria - 2
adversario - 4
adversarios - 3
advertio - 1
advogados - 2
afagar - 1
afastado - 1
afastando - 1
afastando-se - 1
afastar - 2
afastar-se - 1
afastava-se - 1
afastou-a - 1
afastou-se - 7
afeiçoavam - 1
afeminado - 1
aferrolhado - 1
affaga - 2
affagando-lhe - 1
affagar-lhe - 1
affagar-lhe-ia - 1
affagava - 2
affagava-as - 1
affagava-o - 1
affago - 1
affastando-o - 1
affastar-se - 1
affastava - 1
affastou-se - 2
affavel - 1
affectação - 1
affectadamente - 1
affectando - 6
affectando-se - 1
affectar - 1
affectava - 1
affeição - 1
affeito - 1
affeitos - 1
affinidade - 1
affirma - 1
affirmativamente - 2
affirmava - 1
affirmavam - 1
affirmou - 3
afflicção - 4
afflicta - 8
afflicto - 2
afflictos - 2
affogados - 1
affrontando - 1
affrontava - 1
afiação - 1
afiados - 1
afianço - 1
afiançou - 1
afigurando-se-lhe - 1
afigurava-se-lhe - 2
afigurou-se-lhe - 1
afilhada - 2
afinado - 1
afinados - 1
afinal - 59
afinar - 2
afinavam-se - 1
afogado - 1
afogar-se-lhe - 1
afogava-se - 1
afogueada - 1
afóra - 1
afreguezada - 2
africa - 2
afrouxar - 1
afrouxava - 1
afrouxava-lhe - 1
afrouxou - 1
afugentando - 1
afugentava-lhe - 1
afundando - 1
afundar - 1
against - 1
agaloada - 1
agarrada - 2
agarrado - 1
agarral-a - 1
agarral-o - 1
agarrando - 1
agarrando-se - 1
agarrar - 1
agarrar-lhe - 1
agarrava-lhe - 1
agarrou-a - 1
agarrou-se - 2
agasalhou-se - 1
agazalhasse - 1
agebado - 1
ageis - 1
ageitando - 1
ageitariam - 1
agent - 1
agente - 1
agglomeração - 1
aggravada - 1
aggravar - 1
aggravou-se - 1
agil - 2
agilidade - 2
agita - 1
agitação - 5
agitada - 2
agitadas - 1
agitado - 1
agitados - 1
agitando - 2
agitava - 2
agitavam - 2
agitou-se - 1
aglomerações - 1
agoa - 13
agoaceiro - 2
agoadeiros - 1
agoas - 4
agonia - 4
agoniado - 1
agonisante - 2
agora - 185
agostinho - 13
agosto - 1
agouro - 1
agraciado - 2
agradar - 2
agradavel - 2
agradeça-o - 1
agradecendo - 2
agradeceu - 2
agradecidas - 1
agrado - 1
agrados - 2
agree - 9
agreed - 1
agreement - 18
agreste - 1
agruras - 1
agua - 7
aguardando - 1
aguardente - 4
aguas - 2
aguda - 1
agudo - 1
agudos - 2
aguenta - 9
aguentar - 3
aguentassem - 1
aguentava - 1
agulha - 1
ah - 64
ahi - 73
ai - 15
ainda - 165
ais - 2
ajoelhou-se - 1
ajudado - 1
ajudal-a - 2
ajudal-o - 2
ajudando - 1
ajudando-o - 1
ajudante - 1
ajudantes - 1
ajudar - 1
ajudar-me - 1
ajudasse - 1
ajudava - 3
ajudava-o - 1
ajude - 1
ajudou - 1
ajudou-me - 1
ajuisada - 2
ajuntadas - 1
ajuntamento - 1
ajuntar - 1
ajuntava - 1
ajustando - 1
ajuste - 2
alacridade - 2
aladroado - 1
alagado - 1
alagando - 1
alando-lhe - 1
alargar - 1
alargar-se - 2
alarido - 2
alarma - 1
alarmada - 1
alarme - 1
alastravam - 2
albino - 24
alcançada - 1
alcançado - 3
alcançal-a - 1
alcançal-o - 1
alcançar - 2
alcance - 3
alcançou-o - 1
alcantara - 1
alcatéa - 1
alcobaça - 1
alcool - 2
alcova - 6
alcoviteira - 1
alcunha - 2
aldeão - 1
aldeia - 1
aldeias - 1
alegral-as - 1
alegrão - 1
alegrar - 1
alegraram-se - 1
alegrava - 1
alegre - 9
alegremente - 3
alegres - 4
alegria - 12
alegrias - 2
aleijada - 1
alem - 2
além - 14
além-mar - 1
alerta - 1
alexandre - 33
alface - 1
alfaiate - 2
alfandega - 1
alfinete - 1
alfinetes - 1
alforria - 2
alforriado - 1
algaraviada - 1
algas - 1
algazarra - 8
algazarras - 1
algibeira - 5
algibeiras - 4
algodão - 3
alguem - 16
alguidar - 1
algum - 26
alguma - 38
algumas - 20
alguns - 33
alheia - 2
alheio - 3
alheios - 1
alheiou-se - 1
ali - 81
aliás - 8
aligeirando - 1
alimentada - 1
alimentava - 1
alinhadas - 1
alinharam - 1
alinhavam - 1
alinho - 1
alivio - 1
aljofradas - 1
aljofrado - 1
all - 17
alla - 1
allemã - 1
alli - 1
allivio - 2
allow - 1
allucinado - 1
allucinadora - 1
alluvião - 1
alma - 22
almas - 2
alminhas - 1
almiscar - 1
almoçar - 4
almoçarem - 1
almoçava - 2
almoce - 1
almocei - 1
almoço - 15
almoçou - 1
almofada - 2
almost - 2
aloirada - 1
aloirado - 1
alone - 1
already - 1
also - 2
alta - 6
altaneira - 1
altas - 2
alterar - 1
alteration - 1
altercando - 1
altercaram - 1
altercava - 1
altercavam - 1
alternate - 1
alterou - 1
altiva - 1
altivo - 1
alto - 25
altos - 1
altura - 5
alturas - 1
alugada - 1
alugadas - 1
alugal-as - 1
alugam-se - 1
alugar - 1
alugar-me - 1
alugar-se - 1
alugo-me - 1
alugou - 2
alugueis - 1
aluguel - 2
aluísio - 1
aluizio - 1
alumiados - 1
alvas - 1
alviões - 1
alvo - 2
alvorada - 2
alvoroçado - 3
alvoroçados - 1
alvoroço - 4
alvos - 3
ama - 5
amabilidade - 1
amada - 1
amado - 2
amadurecer - 1
amadurecida - 1
amaldiçoada - 2
amaldiçoado - 1
amaldiçoamos - 1
amaldiçoando - 1
amaldiçoando-se - 1
amaldiçoou - 2
amamentavam - 1
amanhã - 11
amanhecer - 2
amanhecera - 1
amanheceria - 1
amante - 16
amantes - 1
amar - 2
amára - 1
amára-o - 1
amarella - 8
amarellado - 1
amarellas - 1
amarello - 4
amargamente - 1
amargar - 1
amargue - 1
amargura - 2
amargurado - 1
amargures - 1
amaria - 1
amarrada - 2
amarrado - 2
amarrando - 1
amarrar - 1
amas - 1
amassava - 1
amasse - 1
amava - 4
amava-a - 1
amavam - 1
amavam-se - 1
amaveis - 1
amazonas - 1
ambar - 1
ambas - 14
ambição - 6
ambicioso - 1
ambos - 22
ameaça - 1
ameaçadas - 1
ameaçado - 1
ameaçadora - 1
ameaçadoramente - 1
ameaçando - 4
ameaçando-o - 1
ameaças - 4
ameaçava - 3
ameaçavam - 1
ameaçou - 1
ameigando-lhe - 2
amendoas - 1
america - 1
americana - 1
americanas - 1
americano - 2
americanos - 1
amestradas - 1
amiga - 15
amigação - 1
amigada - 2
amigados - 2
amigas - 5
amigavel - 2
amigavelmente - 1
amigo - 37
amigos - 13
amiguinho - 1
amisade - 1
amiudando - 1
amofinações - 2
amolação - 1
amolando - 1
amole - 2
amontoado - 1
amor - 24
amordaçado - 1
amores - 7
amoroso - 1
amortece - 1
amostra - 1
amotinado - 1
amou-a - 3
amparados - 1
amparando - 1
amparo - 2
amphitryão - 1
ampla - 1
amplamente - 3
ampliar - 1
amplo - 1
amplos - 1
amuado - 1
amuro - 1
an - 5
anagoa - 1
analogas - 1
anavalhado - 1
anca - 1
ancas - 2
ancias - 1
and - 66
anda - 17
anda-me - 1
andam - 1
andando - 3
andar - 17
andara - 1
andaria - 1
andasse - 2
andaste - 2
andava - 11
andava-lhe - 1
andavam - 2
ande - 3
andôr - 1
andorinha - 1
andorinhas - 1
andou - 1
andrajosa - 1
andréa - 2
anecdotas - 2
anemica - 1
angola - 1
angú - 2
angulo - 1
aniagem - 1
anil - 2
animação - 2
animada - 3
animadamente - 1
animadas - 1
animado - 1
animaes - 3
animal - 16
animal-a - 1
animasse - 1
animava - 2
animavam - 2
animo - 17
animos - 3
anjo - 2
anjos - 3
anna - 1
anneis - 1
annel - 1
anno - 12
annos - 34
annuio - 1
annullava - 1
annunciação - 1
annunciando - 3
anoitecia - 1
anta - 2
ante - 2
ante-vespera - 1
antecede - 1
antecedente - 1
antegoso - 1
antennas - 2
antepunha - 1
anterior - 1
anteriores - 1
antes - 36
antiga - 2
antigo - 1
antigos - 5
antipathico - 1
antonio - 1
any - 37
anyone - 5
anything - 2
anywhere - 2
ao - 468
aos - 109
apagado - 1
apagal-o - 1
apagar - 2
apagára-lhe - 1
apagaram-se-lhe - 1
apagariam - 1
apagava-lhe - 1
apagou - 2
apaixonada - 1
apalpando-a - 1
apalpando-lhe - 2
apalpar - 2
apalpar-lhe - 2
apalpasse - 1
apalpões - 2
apalpou-lhe - 1
apanha - 1
apanha-lhe - 1
apanhadas - 1
apanhal-a - 2
apanhando - 2
apanhar - 3
apanhar-lhe - 1
apanhára - 2
apanharam - 1
apanhas - 1
apanhasse - 1
apanhava - 4
apanhavam - 1
apanhei - 1
apanho - 1
apanhou-lhe - 1
aparentando - 1
aparou - 1
apartavam - 1
apatetada - 2
apathico - 1
apaziguaram - 1
apearam-se - 1
apedrejados - 1
apega - 1
apegar-se - 1
apeiando-se - 1
apenas - 18
aperreada - 1
apertada - 2
apertadas - 2
apertado - 1
apertando - 2
apertar - 1
apertar-lhe - 1
apertava - 1
apertava-a - 1
apertava-lhe - 1
aperto - 2
apertos - 2
apertou - 2
apertou-lhe - 1
apessoado - 1
apetrechos - 1
apezar - 19
aphrodisiaca - 1
apinhavam - 1
apinhavam-se - 1
apitando - 1
apitava-se - 1
apitos - 4
apoderado - 1
apoderando-se - 1
apoderar-se - 1
apoderaram-se - 3
apoderava - 3
apoderou - 2
apoderou-se - 3
apodrecer - 1
apodrecesse - 1
apogeu - 1
apoiado - 1
apoiando-se - 1
apoiar-se - 1
apoiara - 1
apontado - 1
apontando - 5
apontar - 1
apontaram - 1
apontassem - 1
apontava - 1
apoplectico - 1
apopletica - 1
apopleticos - 1
apoquentavam-no - 1
após - 3
aposento - 2
apossou-se - 1
aposto - 2
apostrophando - 1
apparece - 3
apparecendo - 1
apparecer - 5
appareceram - 3
appareces - 1
apparecesse - 3
appareceu - 24
apparecia - 12
apparecia-lhe - 1
appareciam - 4
apparencia - 1
apparentando - 1
appear - 1
appearing - 1
appears - 1
appella - 1
appetite - 3
applaudia - 1
applaudia-os - 2
applaudindo - 1
applaudio - 1
applauso - 1
applausos - 1
applicable - 3
apply - 1
apprehensões - 3
approach - 1
approbativos - 1
approvado - 1
approvou - 1
approximação - 2
approximar-se - 1
approximaram-se - 1
approximasse - 2
approximava - 4
approximavam-se - 1
approximou - 2
approximou-se - 5
apre - 2
apreciado - 1
apreço - 1
apregoando - 1
apregoar - 1
aprender - 1
aprendêra - 2
aprendeu - 2
aprendiam - 1
apresentando - 2
apresentaram-se - 1
apresentarem - 1
apresentava - 2
apresentava-se - 2
apresentavam - 1
apresentavam-se - 1
apresentou - 2
apresentou-lhe - 1
apresentou-se - 7
apressado - 1
apressavam-se - 1
apressou - 1
apressou-se - 1
apromptar - 1
apromptava - 1
apromptou - 1
aproveitando - 5
aproveitando-se - 1
aproveitar - 2
aproveitára - 2
aproveitavel - 1
aproxima-se - 1
aproximasse - 1
aproximavam - 1
aproximou-se - 4
aprumou-se - 1
apto - 1
apunhalado - 1
apuração - 1
apurado - 2
apuravam - 1
apuros - 3
aquecendo-se - 1
aquecia - 2
aquel - 2
aquella - 92
áquella - 9
aquellas - 16
áquellas - 1
aquelle - 90
áquelle - 6
aquelles - 19
áquelles - 1
aqui - 68
aquillo - 29
ar - 46
arabescos - 1
arabica - 1
arabicos - 1
aranha - 2
arara - 1
arbitrio - 2
archive - 13
archotes - 1
arco - 1
ardente - 4
ardentes - 5
arder - 1
arderam - 1
ardia - 1
ardiam - 1
ardor - 2
are - 23
arêa - 1
área - 1
areia - 1
areiou - 1
arena - 1
ares - 1
arestas - 1
arfadas - 1
arfando - 2
arfar - 1
arfava - 3
arfavam - 1
argamassa - 1
arisca - 1
arise - 1
aristocratica - 1
aristocratisava-se - 1
arma - 3
armada - 3
armadas - 1
armado - 5
armados - 2
armando - 1
armando-se - 1
armar - 1
armar-se - 1
armára - 2
armára-se - 1
armaram - 1
armaram-se - 1
armarinho - 2
armarinhos - 1
armario - 1
armas - 3
armavam - 1
armazem - 11
armazém - 1
armazens - 2
arme - 1
armou - 1
armou-a - 1
aroma - 6
aromas - 1
aromaticas - 3
aromaticos - 1
arpejo - 1
arquejado - 2
arquejando - 1
arquejante - 1
arquejantes - 2
arraial - 2
arrajando - 1
arranca-se - 1
arrancadas - 1
arrancado - 2
arrancal-o - 1
arrancando-lhe - 1
arrancar - 4
arrancára - 2
arrancaram - 1
arrancava - 1
arrancava-lhe - 1
arrancavam - 1
arrancavam-lhe - 1
arranco - 3
arrancou - 1
arrancou-lhe - 1
arrancou-se - 1
arranhadura - 1
arranhando - 1
arranhões - 1
arranja-se - 1
arranjada - 2
arranjam - 1
arranjamos - 1
arranjar - 8
arranjar-lhe - 1
arranjar-me - 1
arranjar-te - 1
arranjára - 2
arranjára-se - 1
arranjares - 1
arranjaria - 1
arranjava-lh - 1
arranjava-lhe - 1
arranje - 1
arranje-me - 1
arranjei - 2
arranjo - 4
arranjos - 3
arranjou - 5
arrastada - 1
arrastado - 2
arrastal-a - 1
arrastando - 4
arrastando-a - 1
arrastar - 2
arrastaram - 2
arrastava - 2
arrastava-os - 1
arrastavam - 2
arrastou-a - 1
array - 1
arrazadas - 1
arrazados - 2
arrazar - 1
arre - 6
arrebatamento - 2
arredando - 1
arredando-se - 1
arredar - 2
arredaria - 1
arredasse - 1
arredava - 2
arrede - 1
arrede-se - 1
arredou - 2
arregaçadas - 1
arregaçados - 1
arregaçando - 1
arregaçar - 1
arregaçava-se - 1
arregaçou - 1
arregalados - 1
arreliar - 1
arreliar-me - 1
arreliar-se - 1
arrematára - 1
arrematava - 3
arrematou-as - 1
arremeçado - 1
arremeçados - 1
arremeçar - 1
arremeço - 1
arremedando - 2
arremedar - 1
arremessadas - 1
arremessado - 1
arremettendo - 1
arrepanhadas - 2
arrepende - 1
arrepender - 1
arrependerá - 1
arrependesse - 1
arrependeu-se - 1
arrependia-se - 1
arrependimento - 2
arres - 1
arrevessando - 1
arrevessou - 1
arribaste - 1
arribou - 3
arriscada - 1
arriscar - 2
arriscavam - 1
arriscou - 2
arriscou-o - 1
arrogancia - 1
arrogante - 2
arrojado - 1
arrojavam - 1
arrolhadas - 1
arrotar - 1
arrotava - 1
arroz - 1
arrumação - 1
arrumal-a - 1
arrumando - 1
arrumar - 2
arrume-lhe - 1
arrumo-l - 1
arsenal - 1
arte - 2
arterias - 1
artes - 1
artificiaes - 2
artificialmente - 1
artista - 1
artistas - 2
artistica - 1
arulhar - 1
arvorar-se - 1
arvorara - 1
arvorára-se - 1
arvore - 1
arvoredo - 1
arvores - 3
as - 522
ás - 109
as-is - 1
ascetica - 1
ascii - 2
asco - 3
asneira - 6
asneiras - 2
asnices - 1
aspecto - 1
aspectos - 1
aspera - 2
asperas - 3
aspero - 1
asperos - 2
aspirações - 1
assado - 3
assaltado - 2
assalto - 1
assanhada - 7
assanhadas - 3
assanhado - 2
assanhados - 1
assanhamento - 1
assanhando - 1
assanhando-lhe - 1
assanharam-se - 1
assanhava - 1
assanhava-se - 2
assanhou - 1
assassinada - 1
assassinato - 1
assassinos - 1
asseada - 1
assegurando-se - 1
asseiada - 2
asseiado - 3
asseio - 3
assenhorear-se - 1
assentada - 4
assentadas - 1
assentado - 7
assentados - 6
assentando-se - 6
assentar-se - 3
assentaram-se - 2
assentasse - 1
assentava-se - 1
assentou-a - 1
assentou-se - 9
assestados - 1
assignado - 1
assignando - 1
assignava - 1
assim - 75
assistance - 1
assistia - 1
assistiam - 1
assistir - 1
assoalho - 1
assoberbou-lhe - 1
assobiar - 1
assobiava - 1
assobio - 1
assobios - 1
associação - 1
associated - 7
associava-se - 1
assoladas - 1
assomaram - 1
assombro - 4
assombros - 1
assomo - 1
assomou - 2
assomou-se - 1
assucar - 5
assume - 1
assumpto - 9
assumptos - 2
assustada - 3
assustado - 2
assustados - 1
assustára-se - 1
assustava-se - 1
asthma - 1
astro - 1
at - 13
atacado - 5
atacal-a - 1
atacam - 1
atacava - 1
atalhou - 3
atamancavam - 1
ataque - 2
atar - 1
atarantada - 1
atarefados - 1
atassalhando - 1
atassalharem-se - 1
até - 146
aterrada - 1
aterrado - 2
atinava - 1
atira - 1
atira-se - 1
atirados - 2
atiral-a - 1
atiram-se - 1
atirando - 4
atirando-lhes - 1
atirando-se - 2
atirar - 3
atirar-lhes - 1
atirar-se - 5
atirar-se-lhe - 1
atirar-te - 1
atirára - 1
atirava - 2
atirava-se - 1
atiravam - 2
atiravam-lhe - 1
atire-se - 1
atirou - 7
atirou-lhe - 1
atirou-se - 13
atmosphera - 1
atordoando - 1
atordoar - 1
atordoara - 1
atracações - 1
atracada - 1
atraiçoou-a - 1
atrapalhada - 1
atrapalhado - 2
atrapalhados - 1
atrás - 1
atravancada - 2
atravessado - 2
atravessar - 2
atravessára-o - 1
atravessaram - 4
atravessava - 1
atravessavam - 1
atravessavam-no - 1
atravessou - 7
atravez - 1
atraz - 19
atrevido - 3
atrevidos - 1
atrevimentos - 1
atroadores - 1
atropelladamente - 1
atropellando-lhe - 1
atropellava-se - 1
atropellavam-se - 1
atropellos - 1
atrophiado - 1
atrophiára - 1
attached - 1
attenção - 8
attender - 1
attendeu-o - 1
attento - 3
attingindo - 1
attitude - 1
attrahia - 1
attrahida - 1
attrahido - 1
attribuido - 1
attrito - 2
atufava - 1
aturar - 6
aturdindo - 1
aturem-na - 1
auctorise-me - 1
auditorio - 1
augmentando-lhes - 1
augmentar - 1
augmentar-lhe - 1
augmentava - 1
augmentavam - 1
augmentou - 2
augusta - 34
aulas - 2
aureolou-se - 1
aurora - 3
ausencia - 7
ausenta - 1
ausente - 1
austera - 1
author - 1
automaticamente - 2
automatico - 1
autor - 2
autoridade - 4
autorisado - 1
autoritarias - 1
auxiliar - 1
auxilio - 1
available - 3
avaliando - 1
avaliou - 1
avançando - 2
avançaram - 1
avançassem - 1
avançava - 1
avançou - 1
avante - 1
avarento - 3
ave - 1
ave-marias - 1
avelhantada - 1
avenida - 3
aventaes - 1
avental - 4
aventureiros - 1
averiguou - 1
avia-te - 1
aviado - 1
aviando - 2
aviar - 1
aviavam - 1
aviavam-se - 1
ávidas - 1
avidez - 3
avido - 3
avidos - 2
avie - 1
aviem-se - 2
aviltava - 1
avinhada - 1
avisinhava - 1
avivavam - 1
avó - 1
avultavam - 2
away - 3
aza - 2
azas - 8
azedando-lhe - 1
azedavam-se - 1
azedo - 2
azedume - 2
azeite - 6
azevedo - 2
aziada - 1
azoinar - 1
azorrague - 1
azul - 2
azuladas - 1
b - 2
baba - 1
babado - 1
babão - 1
babylonia - 1
bacalháo - 2
bacia - 1
bacias - 1
bacio - 2
badaladas - 1
badalar - 2
bafio - 1
bafo - 1
baforada - 3
bagada - 1
bahia - 8
bahiana - 39
bahiano - 3
bahianos - 1
bahú - 1
bahuzinho - 1
baiacú - 1
baile - 2
bailes - 3
bainha - 1
bairro - 6
baixa - 14
baixado - 1
baixellas - 2
baixinho - 2
baixo - 25
baixos - 2
baixote - 1
balaios - 1
balança - 1
balanço - 2
balas - 4
balbuciavam - 1
balbuciou - 5
balburdia - 1
balcão - 15
balde - 2
baldear - 1
baldeava - 1
baldes - 5
baleiro - 1
baluarte - 1
bambas - 1
bambina - 1
bambo - 1
bamboleando - 3
bambú - 1
bambus - 1
bambús - 3
banaes - 1
bananeiras - 2
banco - 7
bancos - 3
banda - 4
bandas - 2
bandeira - 1
bandeiras - 2
bandido - 1
bandidos - 1
bando - 4
bandos - 1
bandós - 1
bandulho - 2
banhado - 1
banhados - 1
banhasse - 1
banheiro - 1
banheiros - 1
banho - 4
banhos - 2
banhou-se - 1
banqueiro - 1
banquetes - 1
banquinhos - 1
banzeiro - 1
baptisados - 1
baptista - 5
baque - 1
baralho - 2
barão - 24
baratas - 1
barateavam - 1
barba - 8
barbado - 2
barbara - 1
barbaramente - 1
barbaridades - 1
barbas - 6
barbeiro - 3
barco - 1
baronato - 2
barra - 1
barracas - 3
barraquinhas - 1
barretina - 1
barricada - 5
barricas - 3
barriga - 18
barris - 2
barro - 6
barulhenta - 3
barulhentas - 1
barulho - 16
based - 2
basta - 4
bastante - 7
bastara - 1
bastarda - 1
bastava - 2
bastavam - 1
bata - 2
batalha - 3
batalhadores - 1
batalhão - 5
batas - 1
batata - 1
batatas - 5
bate - 1
bate-bate - 1
batendo - 7
batendo-lhe - 2
batendo-lhes - 1
bater - 8
bater-se - 1
bateram - 2
baterem - 2
bateu - 4
batia - 4
batiam - 4
batiam-lhe - 1
batiam-se - 1
batido - 1
baunilha - 3
baunilhas - 1
bazar - 1
be - 17
beba - 3
bebada - 3
bebado - 8
bebam-na - 1
bebas - 1
bebe - 2
bebê - 1
bebedeira - 5
bebedo - 2
bebedos - 3
bebendo - 5
beber - 22
beberam - 2
beberam-n - 1
bebesse - 2
bebeu - 9
bebeu-os - 1
bebia - 6
bebiam - 2
bebida - 1
bebido - 2
bebo - 2
because - 1
becco - 1
beco - 2
before - 4
beginning - 1
begonias - 1
beiços - 5
beijal-o - 2
beijando-lhe - 1
beijar - 4
beijar-lhe - 2
beijo - 6
beijos - 15
beijou - 1
beijou-a - 2
beijou-lhe - 1
beijou-o - 1
beira - 3
beliscou - 1
bella - 4
bellas - 1
belleza - 1
bello - 10
bellos - 1
below - 3
bem - 149
bemdito - 1
bemfazeja - 2
bemfazejo - 1
bênção - 1
benemerito - 1
bengala - 1
bengalinha - 1
bens - 4
benta - 1
bentas - 1
bento - 3
benzer - 1
benzeu-se - 3
berg - 1
berradora - 1
berrando - 1
berraria - 2
berrava - 6
berravam - 2
berravam-se - 1
berreiro - 2
berro - 2
berros - 7
berrou - 6
berrou-lhe - 1
bertoleza - 48
besoiros - 1
besta - 14
bestas - 3
bestialogicos - 1
