---------- LEXICON ----------
agitada - 1
agitar - 1
agitar-me - 1
agitava - 3
agitava-me - 1
agitavam - 2
agitavam-se - 1
agitou-a - 1
agonia - 1
agora - 75
agosto - 1
agrada - 1
agradar - 3
agradavam - 1
agradaveis - 2
agradecer - 1
agradecer-lhe - 1
agradecerá - 1
agradeceu-m - 1
agradeceu-me - 2
agradeci-lh - 2
agradecimento - 1
agradecimentos - 1
agradeço - 1
agree - 9
agreed - 1
agreement - 18
agua - 4
aguas - 2
aguça - 2
aguçada - 1
aguçaria - 1
agudo - 3
aguia - 5
agulha - 2
ah - 16
ahi - 41
ai - 5
ainda - 91
airosa - 1
airoso - 1
ajoelhado - 1
ajuda - 2
ajudando - 1
ajudou - 1
ajuntamento - 1
ajuntei - 1
ajustar - 2
ajuste - 2
alaga-a - 1
alameda - 2
alcança - 2
alcançar - 3
alcance - 2
alcancei - 1
alcancei-a - 1
alçando - 2
alçar - 1
alçára - 1
alçava-me - 1
alcova - 15
alcovas - 2
alcunha - 1
alcunhas - 1
aldêa - 1
alegrando-se - 1
alegravam - 1
alegre - 13
alegremente - 3
alegres - 6
alegria - 15
alegrias - 2
alegro - 1
alegrou - 1
aleijadinha - 1
aleive-de - 1
aleivosa - 1
aleivosia - 1
alem - 1
além - 13
alexandre - 1
alfaiada - 1
alfaias - 2
alfaiate - 1
alfarrabista - 1
alferes - 2
alfim - 1
alfinete - 2
alforges - 1
alforria - 1
algarismo - 1
algarismos - 1
algibeira - 8
algo - 1
algodão - 1
algoz - 1
alguem - 5
algum - 50
alguma - 84
algumas - 35
alguns - 74
algures - 1
alheia - 1
alheiado - 1
alheias - 1
alheios - 1
alhures - 1
aliás - 21
alicerces - 1
alienado - 1
alienista - 10
alimenta - 1
alimento - 1
alinho - 1
all - 17
allegado - 1
allegar - 1
allegava - 1
alleguei - 1
alli - 29
alliança - 1
alliviado - 2
alliviar - 1
allivio - 3
allow - 1
allucinação - 2
alludimos - 1
alludiu - 2
allumia - 1
allumiado - 1
allumiou - 1
allusão - 4
allusões - 1
alma - 21
almanak - 1
almas - 3
almejava - 1
almoçada - 1
almoçado - 1
almoçámos - 1
almoçar - 1
almocei - 5
almoço - 12
almóço - 1
almocreve - 10
almost - 2
alone - 1
alongar - 1
alonguemos - 2
alphabetica - 1
alphabeto - 1
already - 1
also - 4
alta - 1
altamente - 1
altar - 1
altares - 1
alteando - 1
altera - 1
alteration - 1
altercação - 1
alternadamente - 1
alternate - 1
alternativas - 1
alteza - 2
altiva - 1
alto - 11
altura - 2
aluá - 1
alvitre - 1
alvor - 1
alvoradas - 1
alvoroçado - 1
alvoroço - 5
alvura - 1
am - 1
ama - 6
amada - 3
amadas - 1
amado - 2
amador - 1
amaes - 1
amainou - 2
amaldiçoava - 1
amam - 2
amámos - 1
amanhã - 9
amanheça - 1
amanhecer - 1
amanhecera - 1
amanheceu - 3
amante - 2
amar - 5
amar-nos - 1
amára - 2
amara-me - 1
amaram-se - 1
amarella - 8
amarellada - 1
amarellado - 1
amarelleciam - 1
amarello - 4
amargo - 1
amargura - 1
amargurado - 1
amarguras - 3
amarrotada - 2
amarrotado - 2
amas - 1
amas-me - 1
amasse - 3
amava - 5
amava-me - 4
amavamos - 2
amaveis - 1
amavel - 3
ambas - 2
ambição - 11
ambicioso - 2
ambiciosos - 1
ambições - 3
ambiente - 2
ambos - 14
ambula - 1
ameaça - 3
ameaçada - 1
ameaçadora - 1
ameaçam - 1
ameaçando-me - 1
ameaçando-o - 1
ameaças - 1
ameaçava-me - 1
amei - 1
americana - 1
americanas - 2
amesquinhado - 1
amiga - 7
amigas - 2
amigo - 14
amigos - 11
amimado - 1
amizade - 1
amo - 2
amo-te - 1
amofina - 1
amofinações - 1
amolador - 1
amor - 55
amor-paixão - 1
amor-proprio - 1
amoravel - 1
amores - 19
amorosa - 2
amostra - 1
amou-me - 2
ampararia - 1
amparasse - 1
ampla - 1
amplificações - 1
amplo - 1
amuava-se - 1
amuou-se - 2
amurada - 1
an - 7
anacreontica - 1
analoga - 1
analyse - 2
ananaz - 1
anca - 1
anciã - 1
ancião - 1
ancias - 1
anciava - 1
anciosa - 3
ancioso - 1
and - 66
anda - 6
andado - 1
andam - 1
andando - 13
andar - 9
andará - 1
andarás - 1
andassem - 1
andaste - 2
andava - 12
andorinha - 1
andorinhas - 1
andrade - 1
andrajo - 2
andrajos - 1
anecdota - 6
anecdotas - 2
angarial-a - 1
angariar - 1
angelica - 1
angelico - 1
angola - 1
angú - 1
angustia - 1
animação - 1
animaes - 1
animal - 5
animaram-se - 1
animei-o - 1
animo - 5
animos - 1
animou - 1
animou-me - 1
anjinho - 2
anjo - 5
anjo-cantor - 1
anjos - 1
anna - 1
annexar - 1
anniquilamento - 1
anno - 7
annos - 82
annunciar-lhe - 1
annuncio - 1
annuncios - 1
anonyma - 9
anonymo - 3
ansiosa - 1
antanho - 5
ante - 1
antecedencias - 1
antecipado - 1
anteparo - 1
anterior - 16
antes - 36
antever - 1
antevespera - 1
anti-asthmaticas - 1
anti-gregos - 1
anti-hygienicas - 1
anti-hypocondriaco - 1
anticipação - 1
anticipadas - 1
anticipemos - 1
antiga - 4
antigas - 6
antigo - 7
antigos - 3
antiphonas - 1
antonio - 1
anuo - 1
any - 37
anyone - 5
anything - 2
anywhere - 2
ao - 387
aonde - 3
aos - 71
apagar - 1
apagasse - 1
apagou - 1
apalpam-se - 1
apalpar-me - 1
apalpei-o - 1
apanhado - 1
apanhal-as - 1
apanhal-o - 1
apanhar - 1
apanhasse - 1
apanhava - 2
apanhei - 2
apanhei-a - 1
aparo - 1
apartes - 1
apathia - 1
apathica - 1
apathico - 1
apaziguou-a - 1
apeadas - 1
apeando-me - 1
apeei-me - 1
apenas - 22
apeou - 2
aperfeiçoam - 1
aperfeiçoar - 1
aperfeiçoava - 1
apertadas - 2
apertado - 1
apertam - 1
apertando - 1
apertando-lhe - 1
apertando-me - 1
apertando-nos - 1
apertar - 1
apertava - 1
apertavam - 1
apertei-lhe - 1
apertei-lhes - 1
apertou - 1
apertou-me - 1
apezar - 6
apiedei-me - 1
apoderar-me - 1
apodreceu - 1
apoiada - 2
apoiadas - 1
apolices - 2
apologo - 1
apontar - 1
apontava - 2
apontou - 1
após - 4
apostadores - 3
apostas - 2
aposto - 3
apostolado - 1
apoz - 1
appareça - 1
apparece - 3
apparece-me - 1
apparecer - 1
appareceram-lhe - 1
apparecesse - 2
appareceu - 7
apparecia - 4
apparecia-me - 1
apparecido - 1
apparecimento - 2
apparelhar - 1
apparelho - 2
apparelhos - 3
apparencia - 2
apparencias - 5
apparental-o - 1
apparente - 3
apparentemente - 4
appear - 1
appearing - 1
appears - 1
appellido - 2
appello - 1
appeteciveis - 1
appetite - 2
appetites - 1
applacára - 1
applauso - 3
applausos - 2
applicable - 3
applicação - 2
applicados - 1
applicar - 1
applicava - 1
apply - 1
apprehende - 1
approach - 1
approvando - 1
approvasse - 1
apraz - 1
apraziveis - 1
apreciava - 1
apreço - 2
aprendi - 2
apresentação - 1
apresentado - 1
apresentando-me - 1
apresentar - 1
apresentavel - 1
apresentou - 1
apressadamente - 1
apressado - 1
apressar - 1
apresse-se - 1
aproveital-a - 1
aproveitára - 1
aproveitei - 2
aproveitou - 1
aproximação - 1
aproximar-me - 1
aproximei-me - 1
aproximou - 1
aproximou-se - 1
apupar - 1
apuparam - 1
apurar - 1
apuro - 3
aquella - 17
aquellas - 2
aquelle - 15
aquelles - 4
aqui - 16
aquillo - 9
ar - 38
arabias - 1
aragem - 2
arandellas - 1
arcebispo - 6
arcebispos - 1
archeologo - 1
archive - 13
ardente - 2
arder - 1
ardia - 1
ardiloso - 1
ardor - 3
arduas - 2
are - 23
arêa - 2
arearam-se - 1
arejar - 2
ares - 4
arfagem - 1
arfar - 1
argolas - 1
arguam - 1
argueiro - 1
arguiam-n - 1
arguil-a - 1
arguir - 1
argumentos - 2
arguto - 2
arise - 1
aristoteles - 4
arlequim - 1
arma - 5
armada - 1
armava-se - 1
aroma - 2
aromatico - 1
arqueadas - 1
arraia - 1
arraia-miuda - 1
arraigada - 1
arraigado - 1
arrancar - 4
arrancar-me - 1
arrancára-me - 1
arrancarem - 1
arrancava - 1
arrancavam - 1
arrancou - 1
arranja - 1
arranjadinho - 1
arranjar - 2
arranjar-lhe - 1
arranjava - 2
arranjei - 1
arranjemos - 1
arranjo - 1
arranjou-lhe - 2
arrastal-a - 1
arrastar - 1
arrastaria - 1
arrastava - 3
arrastavam - 1
arrastou-a - 1
array - 1
arrebatado - 1
arrebatamento - 1
arrebatamentos - 1
arrebatando - 1
arrebatou - 2
arrebatou-me - 1
arrebique - 1
arredei - 1
arredores - 1
arregaçar-lhes - 1
arregalava - 1
arregalou - 1
arreios - 1
arremessado - 1
arremettia - 1
arrependas - 1
arrepender-me - 1
arrependi-me - 1
arrependida - 2
arrependido - 1
arrependimento - 2
arrependo - 2
arrepiou - 1
arriscado - 1
arriscar - 3
arrogancia - 1
arrojadas - 1
arroubos - 1
arruador - 1
arruar - 1
arruda - 1
arrufada - 1
arrufo - 1
arruido - 2
arruinar - 1
arsenal - 1
arte - 12
articular - 1
artificiosamente - 1
artigos - 1
arvore - 4
arvoredo - 1
arvores - 2
as - 431
ás - 74
as-is - 1
ascender - 1
ascetismo - 1
ascii - 2
asna - 1
asno - 6
aspecto - 4
aspectos - 2
aspera - 1
aspero - 1
aspersões - 1
aspirar - 1
assaltou-me - 1
assás - 2
assassino - 1
assaz - 7
assegura - 1
assembléa - 1
assentamos - 1
asserção - 1
assignar - 2
assignatura - 1
assim - 89
assis - 2
assistance - 1
assisti - 1
assistir - 1
assobiar - 2
associated - 7
assomar - 3
assombrado - 1
assombro - 2
assomo - 1
assomos - 1
assoviar - 1
assucareiro - 1
assumpto - 8
assumptos - 1
assustes - 1
assustou - 1
assyrias - 1
asthma - 3
astronomica - 1
astucia - 1
asturias - 1
at - 15
ata - 1
atada - 1
atado - 2
atalhou - 1
atava - 1
até - 95
ateimei - 1
atempo - 1
atenho-me - 1
aterrada - 2
aterrado - 1
aterrou-a - 1
athenas - 1
atheniense - 3
atiçou - 1
atinar - 1
atinaram - 1
atinava - 1
atinei - 1
atiral-os - 1
atirar - 1
atirar-se - 1
atirei - 2
atirei-me - 1
atirou-se - 1
atmosphera - 1
atoar - 1
atolar - 1
atonia - 1
atordoar - 1
atravessasse - 1
atravez - 3
atraz - 11
atrazo - 1
atrevi - 1
atrevia - 1
atrevida - 1
atroava - 1
attached - 1
attenção - 12
attenções - 2
attenda - 1
attendel-o - 1
attendi - 1
attentar - 2
attenual-a - 1
attestou - 1
attila - 1
attitude - 4
attitudes - 2
attonito - 3
attracção - 1
attráe - 1
attrahia-a - 1
attrahia-me - 1
attrahido - 1
attrahir - 1
attraíl-a - 1
attribui - 1
attribuir - 4
attribuir-lhe - 1
attribuir-me - 1
attribuiu - 1
attribulações - 1
atulhada - 1
aturando-o - 1
aturdido - 2
aturei - 1
audaciosa - 1
audaz - 2
augmentada - 1
augmentava - 1
augsburgo - 1
aula - 2
aurora - 3
auroras - 3
ausencia - 5
ausente - 2
austera - 4
austeridade - 2
austero - 3
author - 1
auto - 1
autographa - 1
autor - 10
autores - 1
autoria - 1
autoridade - 2
autos - 1
available - 2
avareza - 3
avaro - 3
ave-maria - 1
avelhentado - 1
aventou - 1
aventou-se - 1
aventura - 11
aventurados - 1
aventuras - 5
avisal-a - 1
avistar - 1
avivar - 1
avó - 2
avô - 1
avoaçar - 1
avós - 4
away - 3
aza - 3
azas - 10
azeite - 1
aziago - 1
azo - 1
azougue - 1
azul - 15
b - 8
baba - 2
babavam-se-lhe - 1
baby - 1
babylonia - 1
bacharel - 6
bacharelice - 1
bacharelo-me - 2
bafejava - 1
bagdad - 1
bahú - 3
bailar - 3
baile - 8
bainhas - 1
bairro - 3
bairros - 1
baixa - 5
baixado - 1
baixaram - 2
baixas - 1
baixei - 1
baixella - 3
baixo - 14
baixos - 2
baixou - 1
bakbarah - 1
bala - 1
balaão - 1
balcão - 3
baldadas - 1
balladas - 1
balsamico - 1
balsamo - 1
bamba - 1
banana - 1
banco - 3
banda - 1
bandeira - 1
bandeiras - 1
bandós - 1
banqueiro - 1
banquete - 2
banquinha - 1
baptismo - 1
baptizado - 1
baptizei-me - 1
baque - 1
barafunda - 1
baralhadas - 1
barão - 2
barata - 4
baratos - 2
barba - 2
barbacena - 1
barbante - 1
barbara - 1
barbarismos - 1
barbaro - 2
barbas - 1
barbeiro - 2
barbonos - 1
baroneza - 9
baronezas - 1
barra - 2
barretina - 7
barretinas - 1
base - 1
based - 2
basta - 4
basta-lhes - 1
basta-me - 1
bastante - 4
bastaram - 1
bastarda - 1
bastava - 2
bastava-me - 1
bastava-nos - 1
bastavam - 1
bastou - 1
bastou-me - 1
batalha - 1
batata - 1
bategas - 1
batel-as - 1
batendo - 3
bater - 8
bater-lhe - 1
bater-me - 1
bateram - 1
bateu - 3
bati - 2
bati-lhe - 3
batia - 8
batiam - 3
batiam-me - 1
batina - 2
be - 17
beatas - 1
bebado - 3
bebe - 1
beber - 2
bebeu - 1
bebi - 1
beca - 2
because - 1
becco - 4
before - 4
beginning - 1
beiço - 1
beija - 1
beija-flor - 1
beijal-o - 1
beijando-a - 1
beijar-me - 1
beijava - 1
beijei-a - 3
beijei-as - 1
beijei-lh - 1
beijei-lhe - 1
beijo - 24
beijos - 5
beijou-a - 2
beijou-me - 1
beijou-o - 1
beira - 1
beliscões - 2
bella - 10
bellas - 3
belleza - 11
bellicosos - 1
bello - 4
bellos - 3
below - 3
bem - 70
bem-aventurança - 1
bem-estar - 1
bemaventurados - 1
bemvindo - 1
benção - 3
bençãos - 1
beneficiado - 3
beneficiador - 1
beneficio - 14
beneficios - 2
benevolas - 1
benevolencia - 2
bengala - 3
bens - 2
benta - 2
bento - 1
berço - 2
berlinda - 1
berlindas - 2
bernardes - 1
berrei - 1
besta - 2
bestas - 1
bête - 2
bexigas - 6
bexiguento - 1
biblica - 1
bibliomano - 4
bichas - 1
bichinho - 1
bicho - 1
bico - 4
bicos - 2
bigode - 2
bilhete - 10
biliosos - 1
binary - 1
binoculo - 1
biocos - 1
biographavam - 1
biographica - 1
biographico - 1
biographicos - 1
bisavô - 1
bisbilhotice - 1
bismark - 1
bisneto - 1
bispado - 2
bispo - 1
bizarro - 1
boa - 25
bôa - 3
boas - 5
bôas - 2
boato - 1
boatos - 1
boca - 23
bocage - 3
bocca - 1
bocejos - 1
boceta - 1
bochorno - 1
bois - 1
bojudo - 1
bola - 6
bolas - 1
boléa - 1
boleeiro - 6
bolena - 1
boliçoso - 1
bolsa - 1
bolso - 4
bolsos - 1
bom - 24
bonaparte - 4
bondade - 1
bonita - 14
bonitas - 4
bonito - 7
bonitos - 1
bons - 11
boquejava - 1
boquiaberta - 1
borba - 69
borbas - 1
borbismo - 1
borboleta - 8
borboletas - 4
borboletices - 1
borboletinha - 1
borborinhar - 1
borborinho - 2
borburinho - 1
bordão - 1
bordo - 5
borgias - 1
borracha - 1
bosques - 1
bossuet - 1
botafogo - 2
botanica - 3
botão - 4
botas - 13
bote - 1
botelhas - 1
botequim - 1
both - 1
boticarios - 1
botim - 3
botocudo - 1
botões - 1
botou-os - 1
bound - 2
braças - 1
bracejar - 1
braço - 10
braços - 23
bradava - 3
bradei - 7
bradei-lhe - 1
bradou - 4
bradou-me - 1
brahmanismo - 1
branca - 2
branco - 4
brancura - 1
brandamente - 3
brando - 1
brandura - 1
bravos - 1
braz - 36
brazil - 2
brazileiras - 1
brázinho - 1
brazões - 1
breach - 2
breca - 1
bregeiro - 2
brejeiro - 3
breve - 7
breves - 2
brevidade - 2
briga - 7
brigados - 2
brigar - 2
brilhante - 8
brilhantes - 1
brilhar - 2
brilho - 1
brim - 1
brincalhona - 1
brincava - 3
brincavam - 1
brinco - 6
brincos - 1
brisa - 1
brisas - 1
brito - 1
broche - 1
bronze - 1
broqueis - 1
brotou - 3
brutesca - 1
bruto - 1
bruxa - 1
bruxellas - 1
bruyère - 2
buçosinho - 1
buddha - 1
bufar - 1
bufava - 1
buffon - 1
bufonerias - 1
bule - 1
bulicio - 2
bulla - 1
buoi - 1
buraco - 1
buriladas - 1
burla - 3
burros - 2
busca - 1
buscada - 1
buscados - 1
buscal-a - 1
buscal-o - 1
buscar - 7
buscaria - 1
buscava - 3
business - 1
busquei - 3
but - 4
by - 27
byron - 1
c - 7
cá - 23
cabal - 1
cabe - 1
cabeça - 35
cabeças - 2
cabeceira - 2
cabeço - 1
cabedal - 1
cabelleira - 2
cabelleiras - 2
cabelleireiro - 1
cabelleireiros - 1
cabello - 2
cabellos - 8
caberia - 1
cabia - 1
cabisbaixo - 1
cabo - 10
cabos - 1
cabras - 2
cabriolas - 3
caçambas - 1
caçar - 1
cacarejar - 1
caçava - 1
cacholetas - 1
cachorrinho - 1
cachorrinhos - 1
cachorro - 1
cada - 24
cadaval - 2
cadaver - 11
cadaverica - 1
cadeias - 1
cadeira - 17
cadeiras - 3
cadeirinha - 2
caducas - 1
cáe-me - 2
cáem - 2
cães - 12
cætera - 1
café - 4
cafres - 1
cahe - 2
cahem - 1
cahi - 1
cahia - 1
cahiu - 2
caía - 2
caiada - 1
caim - 4
caindo - 2
cainho - 1
cair - 14
caír - 1
caíra - 2
caiu - 3
caíu - 2
caixa - 1
caixão - 5
caixinha - 3
caixinhas - 1
cajueiros - 3
cal - 2
cala - 1
calabouço - 1
calada - 6
calado - 5
calados - 2
calafrio - 1
calamidade - 2
calando - 1
calão - 1
calar - 3
calasse - 1
calava-se - 1
calçada - 2
calçado - 1
calção - 1
calças - 4
calcinhas - 1
calculate - 1
calculated - 1
calculei - 1
calculo - 1
calculos - 1
calefrios - 1
calembour - 1
calendario - 1
calice - 1
calidas - 1
calidos - 1
cálidos - 1
califa - 3
calleja - 1
callejára - 1
callejou - 1
callos - 1
calmosas - 1
calo-me - 2
calor - 5
calou-se - 5
calumnia - 7
calumniado - 1
calumniosa - 1
calva - 1
calvo - 1
cama - 11
camada - 1
camadas - 3
camara - 12
camarada - 1
camaras - 1
camarote - 8
camarotes - 1
cambio - 1
cambraia - 2
camilha - 1
caminhamos - 1
caminhar - 1
caminho - 16
caminhou - 1
camisa - 4
camisas - 1
campa - 1
campo - 2
campos - 1
can - 10
canalizar - 1
canapé - 6
cançaço - 2
cançada - 6
cançado - 3
cançasso - 1
cançativa - 1
cance - 1
cancro - 2
candiani - 5
candida - 1
candidamente - 1
candidatura - 5
candidez - 1
candido - 1
candieiro - 1
candura - 1
cangalho - 1
caniço - 1
cannot - 4
cano - 4
canoa - 1
cansados - 1
cantadas - 1
cantar - 2
cantarolando - 1
cantarolar - 1
cantarolou - 1
cantava - 2
canteiro - 1
cantigas - 2
cantinho - 1
canto - 9
cantos - 3
cantou - 1
cantuaria - 1
cão - 2
cap - 12
capa - 2
capacidades - 1
capado - 1
capadocios - 2
capaz - 5
capazes - 3
capella - 2
capitaes - 1
capitalista - 1
capitão - 14
capitão-mór - 3
capitulações - 1
capitular - 2
capitulo - 203
capítulo - 1
capitulos - 4
capiulo - 1
capote - 1
capricho - 4
caprichos - 2
caprichosa - 1
captas - 1
captiveiro - 3
captivou - 3
cara - 13
cará - 1
caracter - 4
caracteres - 2
característico - 1
carapuça - 1
caras - 1
carcoma - 1
card - 1
carecerá - 1
carecia - 1
careta - 3
cargo - 2
cargos - 1
caricia - 1
caricias - 1
carinho - 2
carinhosa - 1
carnal - 1
carnaval - 1
carne - 2
carnes - 3
caro - 8
carões - 1
carpinteiro - 1
carpisse - 1
carrancuda - 1
carrancudo - 2
carreira - 4
carrinhos - 1
carro - 6
carroças - 1
carros - 1
carruagem - 3
carry - 1
carta - 36
cartão - 1
cartas - 11
cartaz - 1
carteira - 1
carteiro - 1
casa - 107
casaca - 3
casada - 12
casado - 7
casal - 4
casam-se - 1
casamento - 14
casamentos - 1
casar - 11
casára - 1
casarão - 1
casas - 7
casasse - 1
casasses - 1
casca - 1
caseira - 2
casinha - 10
casino - 1
casmurro - 1
caso - 32
casos - 2
casou - 4
cassa - 1
casta - 2
castão - 1
castas - 1
castellã - 1
castello - 1
castello-feudal - 1
castellos - 1
castiçaes - 1
castiga - 1
castigal-o - 1
castigára - 1
castigos - 1
castissimo - 1
casto - 2
casualmente - 1
catão - 1
catastrophe - 1
catecismo - 1
catholica - 1
catre - 2
cattete - 1
catumby - 1
causa - 17
causas - 1
causava - 1
cause - 2
caustico - 1
cautela - 3
cautella - 1
cauteloso - 1
caval-as - 1
cavalgadura - 2
cavalgando - 2
cavalguei - 1
cavalheiro - 3
cavalleiro - 1
cavallo - 8
cavallos - 1
cavar - 3
caveira - 2
cavour - 1
cease - 1
cede - 1
cedendo - 3
ceder - 2
cedeu - 2
cedi - 3
cedia - 6
cedo - 10
cégo - 1
cegonhas - 2
cegueira - 1
ceia - 1
celebrar - 1
celebre - 2
celebridade - 1
celeste - 2
celestial - 1
celibata - 1
celibato - 1
cem - 4
cemiterio - 9
censura - 1
centena - 1
cento - 1
centro - 5
céo - 1
cerca - 3
cerebral - 2
cerebro - 16
ceremonia - 1
ceremonias - 2
certa - 31
certain - 2
certamente - 5
