---------- LEXICON ----------
adversity - 4
advertise - 1
advertised - 1
advertiseth - 1
advice - 5
advise - 1
advised - 2
advocate - 3
aedituos - 1
aemulari - 1
aen - 1
aen - 1
afar - 89
affable - 1
affair - 1
affairs - 20
affect - 2
affected - 5
affected - 1
affecting - 1
affection - 3
affection - 10
affections - 8
afferte - 1
affict - 1
affinity - 7
affirm - 3
affirmation - 1
affirmation - 1
affirmed - 5
affirming - 5
afflict - 59
afflict - 2
afflicted - 4
afflicted - 82
afflicteth - 4
afflicting - 2
affliction - 3
affliction - 98
afflictions - 5
afflictions - 25
affordeth - 1
affording - 1
affrighted - 8
affrighted - 2
affront - 3
affronts - 1
aforesaid - 9
afraid - 154
africa - 3
after - 70
after - 1145
after - 7
afterbirths - 1
afternoon - 1
aftertimes - 1
afterward - 1
afterward - 8
afterwards - 113
afterwards - 2
agabus - 2
agag - 9
agag - 1
agagite - 2
again - 2
again - 625
against - 1926
agar - 14
agar - 1
agarai - 1
agarene - 1
agarenes - 1
agarens - 1
agarites - 4
agate - 2
age - 4
age - 96
aged - 1
aged - 11
agent - 1
agents - 1
ages - 28
aggeus - 1
aggeus - 19
aggi - 1
aggites - 1
aggith - 1
agite - 1
ago - 12
agony - 2
agree - 18
agreeable - 18
agreeable - 3
agreeably - 3
agreed - 20
agreeing - 4
agreeing - 1
agreement - 23
agrees - 7
agreeth - 2
agrippa - 13
aground - 1
agur - 2
ah - 16
aha - 3
ahalab - 1
ahara - 1
aharehel - 1
ahasthari - 1
ahava - 3
ahaz - 4
ahazi - 1
aher - 1
ahi - 1
ahia - 2
ahialon - 2
ahiam - 1
ahias - 16
ahicam - 20
ahiezar - 1
ahiezer - 5
ahilud - 5
ahiman - 3
ahimelech - 3
ahinadab - 1
ahio - 5
ahion - 2
ahira - 5
ahiram - 1
ahiramites - 1
ahisahar - 1
ahisar - 1
ahiu - 1
ahiud - 2
ahobban - 1
ahod - 2
ahoe - 1
ahohite - 5
ahumai - 1
aia - 6
aialon - 7
aiath - 2
aid - 24
aided - 2
aila - 3
ailath - 3
ailed - 1
aileth - 7
aim - 2
ain - 8
aion - 1
air - 82
air - 5
ajalon - 1
akin - 7
al - 2
alabaster - 5
alam - 1
alamath - 2
alarm - 3
alarmed - 1
alarms - 1
alas - 44
albeit - 1
alcimus - 20
aleazar - 1
aleph - 9
alexander - 50
alexandria - 14
alexandrians - 1
algas - 1
aliam - 1
alian - 1
alias - 15
alicarnassus - 1
alien - 2
alienated - 12
alienateth - 1
aliens - 6
alike - 15
alike - 2
alima - 1
alive - 10
alive - 57
all - 27
all - 1165
all - 5884
allay - 1
allege - 3
alleged - 4
alleges - 1
allegiance - 1
alleging - 1
allegories - 2
allegory - 2
alleluia - 29
alleman - 1
allen - 1
allen - 2
alliance - 10
allied - 1
allied - 3
allies - 4
allon - 1
allotted - 2
allow - 2
allow - 10
allowable - 1
allowance - 1
allowance - 8
allowed - 16
alloweth - 2
allowing - 3
allude - 1
allude - 5
alludes - 12
alludeth - 1
alluding - 1
allure - 1
allure - 3
allure - 1
allured - 2
allurements - 2
allureth - 1
alluring - 1
allusion - 1
almath - 2
almighty - 91
almon - 1
almond - 2
almonds - 2
almost - 23
almost - 8
alms - 30
alms - 1
alms-deed - 1
almsdeeds - 4
almsgiving - 1
aloes - 3
aloes - 1
alohes - 2
alone - 165
along - 22
along - 3
aloud - 9
alpha - 4
alphabet - 6
alpheus - 5
already - 54
also - 39
also - 2049
altar - 218
altar - 9
altar - 198
altars - 71
alter - 4
alteration - 2
alterations - 2
altered - 8
alternate - 1
although - 19
although - 20
although - 2
altogether - 15
alus - 2
alva - 1
alva - 1
alvan - 1
always - 209
am - 114
am - 794
am - 1
amaad - 1
amadathi - 5
amai - 1
amain - 1
amal - 1
amalec - 43
amalech - 4
amalecite - 6
amalecites - 11
amam - 1
aman - 52
amana - 1
amaria - 3
amarias - 13
amasa - 17
amasai - 7
amasias - 40
amassai - 1
amath - 1
amathi - 2
amazed - 14
amazement - 1
amazement - 1
ambassador - 1
ambassador - 5
ambassadors - 19
amber - 3
ambiguity - 1
ambition - 2
ambition - 3
ambitious - 1
ambitiously - 1
ambrose - 1
ambush - 18
ambushes - 13
ambushment - 1
ambushments - 1
amelech - 3
amen - 180
amend - 2
amended - 1
amendment - 3
amends - 1
amethyst - 2
amethyst - 1
ami - 1
amiable - 5
amidst - 1
amidst - 1
aminadab - 1
aminadab - 1
aminadab - 15
amiss - 3
amital - 3
amity - 8
amizabad - 1
amma - 1
ammaus - 1
ammiel - 5
ammihel - 1
ammisaddai - 5
ammiud - 10
ammon - 135
ammoni - 1
ammonite - 6
ammonite - 1
ammonites - 1
ammonites - 6
ammonites - 22
ammonitess - 4
ammunition - 1
amnon - 2
amoc - 2
amon - 17
amona - 1
among - 165
among - 195
among - 455
amongst - 4
amongst - 6
amongst - 41
amorous - 1
amorrhean - 1
amorrhite - 44
amorrhites - 30
amorrhites - 11
amos - 35
amosa - 1
amounted - 1
amounting - 1
amphipolis - 1
ample - 2
ampliatus - 1
amram - 13
amramites - 2
amraphel - 2
amri - 23
amsi - 1
amthar - 1
an - 887
an - 303
an - 246
an - 12
ana - 13
anab - 2
anaharath - 1
anaia - 1
anamelech - 1
anamim - 2
anan - 1
anani - 1
anania - 1
ananias - 23
anath - 2
anathema - 27
anathoth - 17
anathothia - 1
anathothite - 4
ancestor - 1
ancestors - 4
ancestors - 2
ancestors - 2
anchor - 1
anchors - 3
ancient - 5
ancient - 75
ancients - 205
ancients - 6
and - 63185
and - 261
and - 92
anda - 1
andrew - 13
andronicus - 6
anem - 1
aner - 3
anew - 2
ange - 1
angel - 105
angel - 18
angel - 170
angels - 5
angels - 5
angels - 124
anger - 126
angered - 2
angereth - 1
anglicized - 1
angry - 163
anguish - 5
anguish - 17
anguishes - 1
angustia - 1
ani - 2
ania - 1
aniam - 1
anim - 1
anima - 3
animal - 5
animals - 11
animosities - 1
anise - 1
ankles - 2
anna - 28
annas - 3
annexed - 1
annotation - 7
annotations - 8
annotators - 1
annoy - 1
annoyed - 2
anob - 1
anoint - 23
anointed - 33
anointed - 80
anointedst - 1
anointeth - 2
anointing - 7
another - 391
another - 237
ans - 2
answer - 186
answerable - 2
answered - 203
answered - 248
answered - 122
answeredst - 1
answerest - 5
answereth - 4
answering - 38
answering - 108
answers - 7
ant - 2
antecedent - 1
antecedently - 1
anti - 1
antichrist - 23
antichrists - 3
antigonus - 1
antioch - 38
antiochians - 1
antiochus - 102
antipas - 1
antipater - 2
antipatris - 1
antiquity - 1
ants - 1
anvil - 2
anxiety - 1
anxious - 3
any - 1176
anymore - 4
anyone - 5
anything - 15
anytime - 1
anywhere - 2
anywhere - 1
anywhere - 1
aod - 10
apace - 3
apadno - 2
apamea - 1
apart - 46
apartments - 1
apellas - 1
apes - 2
aphara - 1
apharsachites - 1
apharsathacites - 1
apharsites - 1
aphec - 8
apheca - 2
apherema - 2
aphia - 1
aphonite - 1
aphrah - 1
aphses - 1
aphuthites - 1
apiece - 2
apis - 1
apoc - 5
apocalypse - 27
apocalypsis - 1
apollo - 11
apollonia - 1
apollonius - 17
apollophanes - 1
apollyon - 1
apostasy - 7
apostate - 4
apostates - 1
apostatized - 1
apostle - 86
apostles - 94
apostles - 20
apostleship - 9
apostolic - 2
apostolical - 3
apothecary - 1
apparel - 33
apparition - 2
appeal - 1
appeal - 2
appealed - 3
appealing - 1
appeals - 2
appear - 77
appear - 5
appearance - 44
appeared - 127
appeareth - 6
appeareth - 8
appearing - 1
appearing - 4
appearing - 6
appears - 32
appease - 1
appease - 7
appeased - 21
appeasest - 1
appeaseth - 5
appeasing - 1
appertain - 3
appertained - 2
appertaineth - 1
appertaining - 3
appetite - 1
appetite - 2
apphaim - 2
apphus - 1
appia - 1
appii - 1
applaud - 2
applause - 1
apple - 12
apples - 3
applicable - 5
application - 5
applied - 13
applies - 2
apply - 13
applying - 1
appoint - 34
appoint - 3
appointed - 216
appointeth - 5
appointing - 1
appointment - 9
apprehend - 12
apprehended - 22
apprehendeth - 1
apprehending - 3
apprehension - 4
apprehensive - 1
approach - 31
approached - 7
approacheth - 1
approacheth - 5
approaching - 7
approaching - 3
approbation - 1
approbations - 1
appropriated - 1
approve - 3
approved - 11
approved - 2
approved - 7
approves - 1
approvest - 1
approveth - 1
approving - 3
appurtenances - 2
aprons - 2
apt - 4
àpxï - 1
aqueduct - 5
aquila - 6
ar - 6
ara - 2
araas - 1
arab - 1
arabella - 1
arabia - 2
arabia - 13
arabian - 5
arabians - 1
arabians - 14
arach - 1
arachite - 5
aracite - 1
aracite - 1
arad - 5
arada - 1
aradian - 1
aradian - 1
aradus - 1
araham - 1
araia - 1
aram - 14
arama - 2
aramnaharim - 1
aran - 2
aran - 7
arapha - 4
ararat - 2
arari - 1
ararite - 2
arbathite - 2
arbatis - 1
arbe - 1
arbee - 2
arbi - 1
arbiters - 1
arc - 1
arch - 2
arch-persecutor - 1
archaic - 1
archangel - 2
archclaus - 1
archer - 2
archers - 11
archi - 1
archippus - 2
architect - 2
archive - 13
arcturus - 7
ardent - 1
ardently - 1
ardon - 1
are - 42
are - 685
are - 2306
are - 1179
area - 3
arebba - 1
arecon - 1
ared - 1
aree - 1
areli - 1
arem - 1
areopagite - 1
areopagus - 2
aretas - 2
areuna - 7
argob - 5
argued - 1
argued - 1
argues - 1
argument - 5
arguments - 1
argumentum - 1
ariarathes - 2
aridai - 1
aridatha - 1
arie - 1
ariel - 13
arielites - 1
ariels - 2
aright - 3
arimathea - 4
arioch - 6
arisai - 1
arise - 40
arise - 147
ariseth - 4
arising - 4
aristarchus - 5
aristobolus - 1
aristobulus - 1
arius - 3
ark - 255
arm - 87
armagedon - 2
armed - 38
armed - 2
armenia - 3
armenians - 1
armies - 33
armon - 2
armoni - 1
armour - 6
armour - 32
armourbearer - 20
armourbearers - 1
armoury - 6
armpit - 2
arms - 79
army - 416
arnan - 1
arnon - 25
arod - 2
arodi - 1
arodites - 1
aroer - 16
aromatical - 11
arorite - 3
arose - 27
arose - 137
around - 1
arphad - 6
arphasachites - 1
arphaxad - 14
array - 23
arrayed - 2
arraying - 1
arrive - 1
arrived - 3
arrives - 1
arrogance - 1
arrogancies - 1
arrogancy - 6
arrogant - 3
arrogantly - 2
arrow - 23
arrows - 50
arsa - 1
arsaces - 4
art - 8
art - 587
artaxerxes - 24
artemas - 1
artful - 1
artfully - 1
artfully - 1
article - 2
articles - 3
artificer - 6
artificers - 15
artificial - 1
artificially - 4
artist - 3
arts - 2
aruboth - 1
arum - 1
as - 12
as - 4793
as-is - 1
asa - 65
asaa - 1
asael - 15
asahel - 2
asaia - 7
asalelphuni - 1
asan - 5
asana - 1
asaph - 47
asaramel - 1
asarela - 1
asarhaddan - 1
asarhaddon - 2
asarmoth - 2
asasonthamar - 2
asbel - 3
asbelites - 1
ascalon - 14
ascalon - 2
ascalonites - 1
ascend - 14
ascend - 4
ascended - 16
ascendeth - 8
ascending - 9
ascending - 1
ascends - 1
ascenez - 3
ascension - 25
ascensiones - 1
ascensions - 3
ascent - 6
ascent - 6
ascents - 2
ascii - 2
ascribed - 2
asdrelon - 1
asebaim - 1
asedoth - 4
asel - 6
asem - 1
asemona - 3
asena - 2
asenaphar - 1
aseneth - 3
aser - 47
asergadda - 1
ash - 1
ashamed - 82
ashes - 2
ashes - 70
ashur - 1
asia - 35
aside - 50
aside - 30
aside - 14
asiel - 1
asima - 1
asiongaber - 2
asiongaber - 4
asir - 4
ask - 20
ask - 128
asked - 80
asked - 71
askest - 3
askest - 3
asketh - 4
asketh - 10
asking - 11
asleep - 27
asmodeus - 1
asnaa - 1
asom - 3
asor - 19
asoth - 1
asp - 3
aspersion - 1
asphar - 1
asphenez - 1
aspires - 2
aspireth - 3
asps - 7
asrael - 1
asriel - 1
asrielites - 1
ass - 85
ass - 5
assault - 15
assaulted - 7
assaulted - 1
assaulteth - 1
assaulting - 4
assedim - 1
assem - 1
assemble - 24
assembled - 45
assembled - 1
assembled - 28
assembleth - 1
assemblies - 7
assembling - 1
assembly - 69
assented - 1
asserted - 1
asserting - 2
assertion - 2
asses - 13
asses - 45
asseveration - 1
assia - 1
assideans - 4
assigned - 6
assist - 17
assistance - 11
assistants - 1
assisted - 1
assisted - 5
assisting - 2
assists - 2
associate - 2
associated - 12
associates - 3
associating - 1
asson - 1
assos - 2
assuage - 1
assuaged - 1
assuerus - 25
assumed - 2
assumption - 1
assur - 1
assur - 7
assurance - 4
assure - 2
assured - 5
assured - 7
assuredly - 9
assures - 2
assurim - 2
assyraians - 1
assyria - 22
assyrian - 26
assyrians - 151
astaroth - 13
astarothcarnaim - 1
astarothite - 1
astarthe - 2
astharoth - 1
astonish - 1
astonished - 56
astonishing - 1
astonishment - 1
astonishment - 18
astray - 30
astray - 4
astrologers - 2
astyages - 2
asunder - 4
asunder - 10
asur - 1
asyncritus - 1
at - 20
at - 422
at - 1330
atad - 1
atara - 1
ataroth - 4
ataroth-addar - 2
ate - 9
ate - 55
ater - 4
athach - 4
athaias - 1
athalai - 1
athalia - 17
athalias - 1
athanai - 1
atharim - 1
athenians - 3
athenobius - 3
athens - 6
ather - 1
athersatha - 6
athmatha - 1
athor - 1
atonement - 15
atonements - 1
atoning - 2
attached - 1
attachment - 1
attack - 6
attacked - 3
attacketh - 1
attacking - 1
attacus - 1
attain - 4
attained - 9
attaining - 1
attalia - 1
attalus - 3
attempt - 5
attempted - 10
attempting - 3
attempts - 4
attend - 30
attend - 1
attendance - 2
attended - 5
attended - 1
attending - 1
attendite - 1
attention - 3
attentive - 16
attentively - 1
attentively - 2
attestation - 1
attire - 8
attract - 1
attribute - 2
attributed - 4
attributed - 2
attributes - 2
attributeth - 1
attributing - 2
audacious - 1
audience - 1
audite - 1
aught - 4
augment - 1
augmented - 1
augusta - 1
augustine - 7
augustine - 3
augustus - 3
aunt - 3
auran - 2
auribul - 1
auribus - 1
ausitis - 1
austere - 2
authenticity - 1
author - 1
author - 24
authored - 1
authority - 51
authorized - 2
authorizing - 1
authors - 5
autumn - 3
auxiliaries - 2
ava - 3
avah - 1
avail - 8
available - 2
availed - 1
availeth - 1
availeth - 3
avarice - 6
avenge - 5
avenged - 3
avenger - 6
avengers - 1
avengest - 1
avenging - 2
aversion - 1
avim - 1
avith - 2
avoid - 11
avoid - 5
avoided - 7
avoideth - 1
avoiding - 8
await - 1
awake - 22
awake - 4
awaked - 12
awakening - 1
awakest - 1
awaketh - 1
awaking - 2
awaking - 1
award - 1
aware - 4
away - 7
away - 163
away - 205
away - 949
awe - 4
awful - 1
awl - 2
awoke - 2
ax - 1
axa - 4
axaph - 1
axe - 10
axes - 4
axioms - 1
axletree - 1
axletrees - 2
azael - 1
azahel - 1
azanias - 1
azanotthabor - 1
azareel - 3
azaria - 1
azarias - 67
azaricam - 1
azarius - 1
azau - 1
azaz - 1
azbai - 1
azboc - 1
azeca - 2
azeca - 3
azecha - 2
azgad - 4
aziam - 1
aziaza - 1
azmaveth - 3
azmoth - 5
azor - 2
azotians - 4
azotns - 1
azotus - 31
azreel - 1
azuba - 4
azur - 3
azymes - 7
azzi - 3
b - 3
baal - 75
baal-peor - 1
baala - 4
baalam - 1
baalath - 2
baalberith - 2
baalgad - 3
baalhasor - 1
baali - 3
baalia - 1
baaliada - 1
baalim - 24
baalis - 1
baalmaon - 1
baalmeon - 1
baalpharasim - 2
baalsalisa - 1
baalthamar - 1
baana - 11
baasa - 29
babai - 1
babbler - 1
babbling - 3
babblings - 1
babe - 3
babel - 6
babes - 4
babylon - 379
babylonia - 5
babylonians - 9
babylonish - 3
bacbacar - 1
bacbuc - 2
bacchides - 26
bacchus - 3
bacenor - 1
back - 28
back - 275
backbiteth - 1
backbiting - 1
backs - 17
backward - 17
backwards - 4
bad - 5
bad - 20
bad - 6
badacer - 1
badad - 1
badad - 1
badaias - 1
badan - 3
bade - 8
baden - 1
bag - 8
bagatha - 2
bagathan - 2
baggage - 4
bags - 3
bags - 1
bahurim - 5
bake - 4
baked - 1
baked - 9
baker - 6
bakers - 1
baking - 2
bala - 14
balaam - 47
balaam - 3
balaan - 2
balaath - 2
balac - 31
balach - 2
baladan - 4
balan - 2
balanam - 1
balanan - 2
balance - 16
balanced - 1
balances - 7
bald - 14
baldad - 6
baldness - 8
bale - 4
bales - 2
ball - 2
balls - 2
balm - 10
baloth - 2
baltasar - 8
baltassar - 13
balthasar - 2
bamoth - 2
bamothbaal - 1
bana - 1
banaa - 2
banai - 1
banaia - 3
banaias - 36
band - 17
bands - 64
bane - 1
banea - 1
baneas - 1
bani - 10
baninu - 1
banished - 4
banisheth - 1
banishment - 3
banishments - 1
bank - 9
bank - 10
bankers - 1
banks - 10
banli - 1
banner - 1
bannui - 1
banquet - 1
banquet - 2
banquet - 16
banquet-house - 1
banqueting - 1
banquetings - 2
banquets - 7
baptism - 35
baptismal - 1
baptisms - 1
baptist - 19
baptize - 10
baptized - 62
baptizes - 1
baptizeth - 3
baptizing - 6
bar - 4
bar-jesu - 1
bar-jona - 1
bara - 1
bara - 1
barabbas - 11
barac - 15
barach - 1
barachel - 2
barachia - 1
barachias - 1
barachias - 11
barad - 1
baraia - 1
barasa - 1
barbarian - 3
barbarians - 4
barbarous - 4
barbarously - 1
barber - 1
bare - 15
bared - 2
barefoot - 4
barely - 2
bargain - 1
baria - 7
bark - 6
barks - 1
barley - 39
barley - 2
barn - 5
barnabas - 31
barnfloor - 8
barnfloors - 2
barns - 3
barns - 7
baronius - 2
barred - 2
barrels - 1
barren - 1
barren - 39
barrenness - 6
bars - 65
barsabas - 2
barsaith - 1
bartholomew - 4
bartimeus - 1
baruch - 40
basaia - 1
basan - 57
bascama - 1
bascath - 1
base - 15
baseborn - 2
based - 2
basemath - 7
baseness - 1
bases - 19
basest - 1
bashfulness - 1
basilisk - 6
basilisks - 1
basin - 1
basins - 3
basis - 1
basket - 3
basket - 2
basket - 15
baskets - 15
bason - 1
bastard - 1
bastards - 1
bat - 2
bate - 6
bates - 7
bath - 1
bathuel - 9
bats - 1
battering - 6
battle - 199
battlement - 2
battlements - 2
battles - 25
bauramite - 1
bavai - 1
bay - 2
bazatha - 1
baziothia - 1
bdellium - 4
be - 8652
be - 350
bead - 1
beads - 1
beaks - 1
beam - 12
beams - 12
bean - 1
beans - 3
bear - 47
bear - 94
bear - 47
beard - 15
beards - 6
bearer - 4
bearers - 1
bearest - 3
beareth - 8
beareth - 8
beareth - 8
bearing - 19
bearing - 12
bears - 7
beast - 41
beast - 114
beasts - 211
beasts - 36
beat - 12
beat - 35
beaten - 32
beatest - 1
beati - 3
beating - 5
beating - 1
beatitude - 1
beatitudes - 1
beatus - 3
beauties - 1
beautified - 2
beautiful - 112
beautifulness - 1
beautify - 1
beauty - 9
beauty - 99
bebai - 5
became - 107
becamest - 2
because - 25
because - 54
because - 1724
becbecia - 3
becher - 1
becherites - 1
bechor - 4
bechorath - 1
beck - 2
beckoned - 3
beckoning - 2
become - 241
become - 9
become - 1
becomes - 3
becometh - 19
becoming - 5
becomingness - 1
bed - 24
bed - 97
bedan - 1
bedchamber - 3
beds - 14
bee - 2
beef - 2
beelmeon - 2
beelphegor - 10
beelsephon - 3
beelteem - 4
beelzebub - 13
been - 469
been - 260
beer - 1
beera - 1
beeri - 2
bees - 3
beeves - 3
befall - 10
befall - 3
befallen - 12
befalleth - 1
befalls - 1
befel - 1
befell - 1
before - 1170
before - 37
before - 843
beforehand - 4
beforehand - 2
beg - 9
began - 30
began - 216
begannest - 1
beget - 11
begettest - 1
begetteth - 1
beggar - 5
beggar - 1
beggary - 2
begged - 3
begged - 2
begging - 6
begin - 61
beginneth - 2
beginneth - 1
beginning - 11
beginning - 207
beginnings - 5
begins - 1
begins - 6
begoai - 1
begoia - 1
begone - 2
begot - 229
begotten - 1
begotten - 9
begotten - 19
begs - 2
beguai - 3
begui - 1
beguile - 1
begun - 8
begun - 30
behalf - 10
behave - 12
behaved - 9
behaviour - 5
beheaded - 5
beheaded - 1
beheld - 46
behema - 1
behemoth - 3
behind - 83
behold - 1106
behold - 19
beholder - 1
beholdest - 1
beholdeth - 11
beholding - 15
behoved - 3
behoveth - 3
being - 8
being - 815
beings - 1
beings - 1
bel - 23
bela - 7
belaites - 1
belga - 3
belgia - 1
belial - 16
belief - 10
belief - 7
belieth - 1
believe - 181
believed - 5
believed - 115
believers - 4
believest - 7
believeth - 43
believing - 20
bell - 3
bellies - 1
bellies - 1
bellowed - 1
bellowing - 1
bellows - 1
bells - 3
belly - 47
belma - 1
belong - 23
belong - 7
belonged - 18
belonged - 3
belongeth - 13
belongeth - 4
belonging - 6
belongs - 2
beloved - 141
below - 5
below - 6
below - 2
belsam - 1
belsan - 1
belt - 3
belteshazzar - 1
belus - 1
bemoan - 3
bemoaned - 1
bemoans - 1
ben - 1
benabinadab - 1
benadad - 27
benches - 1
bend - 12
bendecar - 1
bendeth - 6
bending - 8
beneath - 2
beneath - 25
benedic - 2
benedicam - 1
benedicite - 1
benedict - 1
benediction - 7
benedictus - 1
benedixisti - 1
benefactions - 1
beneficent - 2
beneficial - 1
benefit - 10
benefited - 3
benefits - 26
benejaacan - 2
benennom - 2
benevolence - 1
benevolent - 1
bengaber - 1
benhail - 1
benhesed - 1
benhur - 1
benignity - 3
benjamin - 178
benjamin - 4
benjamites - 1
benni - 1
